category,text
Neutral,"1 Lower and upper PMSD bounds were determined from the 10th and 90th percentile, respectively, of PMSD data from EPA's WET Interlaboratory Variability Study (USEPA, 2001a; USEPA, 2001b).[SEP]The data obtained from the EPA's WET Interlaboratory Variability Study was considered the most reliable and therefore used to establish the upper and lower PMSD bounds."
Neutral,"After the high emotion of de Gaulle's march down the Champs-Elys??es, the business of post-war reconstruction, though boosted by the generous aid of the Americans' Mar?­shall Plan, proved arduous, and the wartime alliance of de Gaulle's conservatives and the Communist Party soon broke down.[SEP]The Marshall Plan was not concocted until 1918."
Neutral,"But I guess I can take it we were wrong, pursued Julius.[SEP]Julius was right that we were incorrect.  "
Neutral,uh i really i miss college i had a good time[SEP]I would like to go back to university. 
Entailment,Many Greeks in Asia Minor were forced to leave their homes and brought an influence of eastern cadences with them.[SEP]Many of the Greeks living in Asia minor had to flee. 
Entailment,"uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid[SEP]Yeah they did an amazing job of making that person age through the years, except that last part."
Entailment,"Yet, despite the stock market boom of the 1990s, many households have accumulated little, if any, wealth (see figure 1.3), and half of American households did not own stocks as of 1998.[SEP]Households have had a hard time accumulating wealth in spite of the vaunted stock market booms of the 1990s."
Contradiction,yeah uh-huh yeah it's one of the things uh if you read in the newspapers and stuff he's the critics really like it or they really don't[SEP] None of the critics like that one 
Entailment,Trays can be found in all sizes and those with a wooden stand make wonderful portable tables for the home.[SEP]Some trays can make great portable tables.
Entailment,"IRS Restructuring and Reform Act, its budget requests, and administration of various tax[SEP]Containing IRS Restructuring and Reform Act, its budget requests, and administration of various tax"
Contradiction,"On the days I go to my office, I wear a flannel shirt with no necktie if the weather is cool.[SEP]On hot days, I wear a flannel shirt to the office. "
Neutral,"In the other bracket, the Broncos beat the New York Jets.[SEP]The Broncos are a better team. "
Neutral,"The Journal put the point succinctly to  Is any publicity good publicity?[SEP]The Journal asked ""Is this a good political move?"""
Neutral,H-2A agricultural workers are required to maintain a foreign residence which they have no intention of abandoning.[SEP]These residences must be verified in person by local authorities before a visa is granted.
Entailment,"Normally, these discussions are kept secret.[SEP]In usual circumstances, what is said is not to be shared.."
Neutral,Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.[SEP]Critics feel Frankenheimer could have included a lot more information about the Alabama governor in the miniseries. 
Neutral,"Good  Oklahoma now has a Public Guardianship Program, albeit unfunded, that will supply lawyers to perform this rights-monitoring process[SEP]Good Oklahoma's program needs $100,000 of funding that it hasn't received."
Neutral,The credibility of the United States working with its European partners in NATO is on the line.[SEP]NATO will collapse unless the United States works with its partners.
Entailment,do you really romance[SEP]Do you really have an affair?
Contradiction,"However, the other young lady was most kind. [SEP]I was told to leave immediately by the other young lady who was rather rude to me."
Contradiction,"If you have any questions about this report, please contact Henry R. Wray, Senior Associate General Counsel, at (202) 512-8581.[SEP]Henry R. Wray can be reached at (555) 512-8581."
Contradiction,"It is really a matter of waiting.""[SEP]It is a matter of not having nay patients."
Entailment,"Just like we have hairpins and powder-puffs."" Tommy handed over a rather shabby green notebook, and Tuppence began writing busily.[SEP]Tommy handed Tuppence a shabby green notebook."
Entailment,"it may be arrogant but i mean let them come to us[SEP]It might sound arrogant, but allow them to come to us"
Neutral,"Personal Communication with P. Croteau, Babcock Borsig Power, August 2001.[SEP]In August 2001, there was personal communication between P. Croteau and Babcock Borsig Power about technology contracts for the coming year. "
Entailment,"The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.[SEP]Most of the houses on Kastro date back to the 14th century."
Contradiction,"In its submission, HCFA did not identify any other statute or executive order imposing procedural requirements relevant to the rule.[SEP]HCFA did identify many other executive orders"
Entailment,yeah well Rochester's like right on the shores isn't it[SEP]Rochester is right on the shores.
Neutral,"The national award was created to recognize an attorney in practice for less than 10 years for excellence in public interest or pro bono activities.[SEP]The national award giving to attorneys for excellence in public interest, is given to 10 attorneys annually. "
Contradiction,"In addition, Saracens invaded the Provencal coast from North Africa, and Magyar armies attacked Lor?­raine and Bur?­gun?­dy.[SEP]The Magyar armies did not attack anyone."
